marca_std,subcategoria,faixa_preco,ciclo_idx,cod_ciclo,valor
O Boticário,Hidratante Corporal,P1,9,202410,7993.56
O Boticário,Hidratante Corporal,P1,10,202411,8719.28
O Boticário,Hidratante Corporal,P1,11,202412,5180.4400000000005
O Boticário,Hidratante Corporal,P1,12,202413,9657.6
O Boticário,Hidratante Corporal,P1,13,202414,7894.8
O Boticário,Hidratante Corporal,P1,14,202415,12171.74
O Boticário,Hidratante Corporal,P1,15,202416,9458.23
O Boticário,Hidratante Corporal,P1,16,202417,16011.060000000001
O Boticário,Hidratante Corporal,P1,17,202501,5709.59
O Boticário,Hidratante Corporal,P1,18,202502,5262.7300000000005
O Boticário,Hidratante Corporal,P1,19,202503,5285.81
O Boticário,Hidratante Corporal,P1,20,202504,8551.77
O Boticário,Hidratante Corporal,P1,21,202505,8921.960000000001
O Boticário,Hidratante Corporal,P1,22,202506,10006.11
O Boticário,Hidratante Corporal,P1,23,202507,5498.12
O Boticário,Hidratante Corporal,P1,24,202508,7514.37
O Boticário,Hidratante Corporal,P1,25,202509,5838.84
O Boticário,Hidratante Corporal,P1,26,202510,6554.29
O Boticário,Hidratante Corporal,P1,27,202511,7482.89
O Boticário,Hidratante Corporal,P1,28,202512,5234.2
O Boticário,Hidratante Corporal,P1,29,202513,6681.7
O Boticário,Hidratante Corporal,P1,30,202514,7623.95
O Boticário,Hidratante Corporal,P1,31,202515,9299.45
O Boticário,Hidratante Corporal,P1,32,202516,7914.6
O Boticário,Hidratante Corporal,P1,33,202517,11662.470000000001
O Boticário,Hidratante Corporal,P1,34,202601,4870.18
O Boticário,Hidratante Corporal,P1,35,202602,4655.0
O Boticário,Hidratante Corporal,P1,36,202603,4814.06
O Boticário,Hidratante Corporal,P1,37,202604,5646.68
O Boticário,Hidratante Corporal,P1,38,202605,8038.88
O Boticário,Hidratante Corporal,P1,39,202606,7576.59
O Boticário,Hidratante Corporal,P1,40,202607,6342.45
O Boticário,Hidratante Corporal,P1,41,202608,8203.210000000001
O Boticário,Hidratante Corporal,P1,42,202609,4395.02
O Boticário,Hidratante Corporal,P5,0,202401,78089.24
O Boticário,Hidratante Corporal,P5,1,202402,86397.88
O Boticário,Hidratante Corporal,P5,2,202403,102901.57
O Boticário,Hidratante Corporal,P5,3,202404,130717.64
O Boticário,Hidratante Corporal,P5,4,202405,113466.07
O Boticário,Hidratante Corporal,P5,5,202406,188528.46
O Boticário,Hidratante Corporal,P5,6,202407,81049.13
O Boticário,Hidratante Corporal,P5,7,202408,141388.51
O Boticário,Hidratante Corporal,P5,8,202409,67904.75
O Boticário,Hidratante Corporal,P5,9,202410,96246.24
O Boticário,Hidratante Corporal,P5,10,202411,105696.89
O Boticário,Hidratante Corporal,P5,11,202412,65835.07
O Boticário,Hidratante Corporal,P5,12,202413,77825.94
O Boticário,Hidratante Corporal,P5,13,202414,71421.98
O Boticário,Hidratante Corporal,P5,14,202415,135283.28
O Boticário,Hidratante Corporal,P5,15,202416,114487.11
O Boticário,Hidratante Corporal,P5,16,202417,173124.01
O Boticário,Hidratante Corporal,P5,17,202501,53421.15
O Boticário,Hidratante Corporal,P5,18,202502,63169.64
O Boticário,Hidratante Corporal,P5,19,202503,65668.02
O Boticário,Hidratante Corporal,P5,20,202504,91972.57
O Boticário,Hidratante Corporal,P5,21,202505,96846.81
O Boticário,Hidratante Corporal,P5,22,202506,108495.90000000001
O Boticário,Hidratante Corporal,P5,23,202507,56959.75
O Boticário,Hidratante Corporal,P5,24,202508,88702.1
O Boticário,Hidratante Corporal,P5,25,202509,61724.72
O Boticário,Hidratante Corporal,P5,26,202510,72225.77
O Boticário,Hidratante Corporal,P5,27,202511,82416.06
O Boticário,Hidratante Corporal,P5,28,202512,51417.49
O Boticário,Hidratante Corporal,P5,29,202513,66555.74
O Boticário,Hidratante Corporal,P5,30,202514,76674.81
O Boticário,Hidratante Corporal,P5,31,202515,129755.33
O Boticário,Hidratante Corporal,P5,32,202516,78009.13
O Boticário,Hidratante Corporal,P5,33,202517,121337.09
O Boticário,Hidratante Corporal,P5,34,202601,47574.090000000004
O Boticário,Hidratante Corporal,P5,35,202602,51784.72
O Boticário,Hidratante Corporal,P5,36,202603,58411.1
O Boticário,Hidratante Corporal,P5,37,202604,49354.11
O Boticário,Hidratante Corporal,P5,38,202605,70604.52
O Boticário,Hidratante Corporal,P5,39,202606,111478.58
O Boticário,Hidratante Corporal,P5,40,202607,62780.65
O Boticário,Hidratante Corporal,P5,41,202608,110193.73
O Boticário,Hidratante Corporal,P5,42,202609,73087.47
O Boticário,Hidratante Corporal,P6,0,202401,79220.23
O Boticário,Hidratante Corporal,P6,1,202402,83129.33
O Boticário,Hidratante Corporal,P6,2,202403,115355.92
O Boticário,Hidratante Corporal,P6,3,202404,125663.51000000001
O Boticário,Hidratante Corporal,P6,4,202405,104660.66
O Boticário,Hidratante Corporal,P6,5,202406,162764.09
O Boticário,Hidratante Corporal,P6,6,202407,70689.41
O Boticário,Hidratante Corporal,P6,7,202408,157599.75
O Boticário,Hidratante Corporal,P6,8,202409,82413.99
O Boticário,Hidratante Corporal,P6,9,202410,102706.81
O Boticário,Hidratante Corporal,P6,10,202411,89364.46
O Boticário,Hidratante Corporal,P6,11,202412,60351.66
O Boticário,Hidratante Corporal,P6,12,202413,100232.5
O Boticário,Hidratante Corporal,P6,13,202414,70407.35
O Boticário,Hidratante Corporal,P6,14,202415,122782.02
O Boticário,Hidratante Corporal,P6,15,202416,89323.81
O Boticário,Hidratante Corporal,P6,16,202417,143517.54
O Boticário,Hidratante Corporal,P6,17,202501,55826.520000000004
O Boticário,Hidratante Corporal,P6,18,202502,61204.72
O Boticário,Hidratante Corporal,P6,19,202503,38525.83
O Boticário,Hidratante Corporal,P6,20,202504,80489.06
O Boticário,Hidratante Corporal,P6,21,202505,114251.97
O Boticário,Hidratante Corporal,P6,22,202506,95430.05
O Boticário,Hidratante Corporal,P6,23,202507,39219.58
O Boticário,Hidratante Corporal,P6,24,202508,94020.15000000001
O Boticário,Hidratante Corporal,P6,25,202509,74575.22
O Boticário,Hidratante Corporal,P6,26,202510,52589.25
O Boticário,Hidratante Corporal,P6,27,202511,88803.84
O Boticário,Hidratante Corporal,P6,28,202512,40384.51
O Boticário,Hidratante Corporal,P6,29,202513,65941.73
O Boticário,Hidratante Corporal,P6,30,202514,96048.8
O Boticário,Hidratante Corporal,P6,31,202515,98282.72
O Boticário,Hidratante Corporal,P6,32,202516,75840.71
O Boticário,Hidratante Corporal,P6,33,202517,127159.39
O Boticário,Hidratante Corporal,P6,34,202601,54679.91
O Boticário,Hidratante Corporal,P6,35,202602,49925.73
O Boticário,Hidratante Corporal,P6,36,202603,56993.090000000004
O Boticário,Hidratante Corporal,P6,37,202604,55190.88
O Boticário,Hidratante Corporal,P6,38,202605,70734.62
O Boticário,Hidratante Corporal,P6,39,202606,106178.64
O Boticário,Hidratante Corporal,P6,40,202607,52519.94
O Boticário,Hidratante Corporal,P6,41,202608,105735.55
O Boticário,Hidratante Corporal,P6,42,202609,59774.54
O Boticário,Máscara,P1,0,202401,4966.71
O Boticário,Máscara,P1,1,202402,5165.53
O Boticário,Máscara,P1,2,202403,7585.32
O Boticário,Máscara,P1,3,202404,10200.69
O Boticário,Máscara,P1,4,202405,8638.65
O Boticário,Máscara,P1,5,202406,9641.02
O Boticário,Máscara,P1,6,202407,5417.4
O Boticário,Máscara,P1,7,202408,10043.41
O Boticário,Máscara,P1,8,202409,5638.5599999999995
O Boticário,Máscara,P1,9,202410,7304.45
O Boticário,Máscara,P1,10,202411,6937.18
O Boticário,Máscara,P1,11,202412,4486.17
O Boticário,Máscara,P1,12,202413,6360.84
O Boticário,Máscara,P1,13,202414,6375.599999999999
O Boticário,Máscara,P1,14,202415,9786.96
O Boticário,Máscara,P1,15,202416,7103.4
O Boticário,Máscara,P1,16,202417,12210.539999999999
O Boticário,Máscara,P1,17,202501,3999.52
O Boticário,Máscara,P1,18,202502,4247.61
O Boticário,Máscara,P1,19,202503,5222.86
O Boticário,Máscara,P1,20,202504,5797.0599999999995
O Boticário,Máscara,P1,21,202505,6021.58
O Boticário,Máscara,P1,22,202506,6581.21
O Boticário,Máscara,P1,23,202507,2614.42
O Boticário,Máscara,P4,0,202401,27509.67
O Boticário,Máscara,P4,1,202402,35887.88
O Boticário,Máscara,P4,2,202403,40845.369999999995
O Boticário,Máscara,P4,3,202404,46150.7
O Boticário,Máscara,P4,4,202405,51797.28
O Boticário,Máscara,P4,5,202406,62189.95
O Boticário,Máscara,P4,6,202407,32689.53
O Boticário,Máscara,P4,7,202408,56199.409999999996
O Boticário,Máscara,P4,8,202409,29550.98
O Boticário,Máscara,P4,9,202410,40948.18
O Boticário,Máscara,P4,10,202411,40866.46
O Boticário,Máscara,P4,11,202412,22458.67
O Boticário,Máscara,P4,12,202413,35434.26
O Boticário,Máscara,P4,13,202414,44228.71
O Boticário,Máscara,P4,14,202415,58941.11
O Boticário,Máscara,P4,15,202416,45215.56
O Boticário,Máscara,P4,16,202417,72221.56999999999
O Boticário,Máscara,P4,17,202501,24101.72
O Boticário,Máscara,P4,18,202502,19754.82
O Boticário,Máscara,P4,19,202503,29319.41
O Boticário,Máscara,P4,20,202504,39073.04
O Boticário,Máscara,P4,21,202505,39431.54
O Boticário,Máscara,P4,22,202506,41157.28
O Boticário,Máscara,P4,23,202507,15901.89
O Boticário,Máscara,P4,24,202508,39343.88
O Boticário,Máscara,P4,25,202509,24180.17
O Boticário,Máscara,P4,26,202510,26004.73
O Boticário,Máscara,P4,27,202511,36267.46
O Boticário,Máscara,P4,28,202512,14778.06
O Boticário,Máscara,P4,29,202513,30600.559999999998
O Boticário,Máscara,P4,30,202514,38202.76
O Boticário,Máscara,P4,31,202515,54917.939999999995
O Boticário,Máscara,P4,32,202516,35419.79
O Boticário,Máscara,P4,33,202517,60077.04
O Boticário,Máscara,P4,34,202601,16791.23
O Boticário,Máscara,P4,35,202602,19509.97
O Boticário,Máscara,P4,36,202603,17655.14
O Boticário,Máscara,P4,37,202604,25301.079999999998
O Boticário,Máscara,P4,38,202605,27408.14
O Boticário,Máscara,P4,39,202606,44357.439999999995
O Boticário,Máscara,P4,40,202607,28213.239999999998
O Boticário,Máscara,P4,41,202608,47008.0
O Boticário,Máscara,P4,42,202609,22447.07
O Boticário,Perfume Feminino,P2,0,202401,24411.0
O Boticário,Perfume Feminino,P2,1,202402,29658.16
O Boticário,Perfume Feminino,P2,2,202403,30832.54
O Boticário,Perfume Feminino,P2,3,202404,35350.54
O Boticário,Perfume Feminino,P2,4,202405,37155.63
O Boticário,Perfume Feminino,P2,5,202406,45020.86
O Boticário,Perfume Feminino,P2,6,202407,23579.11
O Boticário,Perfume Feminino,P2,7,202408,43311.88
O Boticário,Perfume Feminino,P2,8,202409,23828.38
O Boticário,Perfume Feminino,P2,9,202410,29470.91
O Boticário,Perfume Feminino,P2,10,202411,37221.33
O Boticário,Perfume Feminino,P2,11,202412,19348.84
O Boticário,Perfume Feminino,P2,12,202413,30377.42
O Boticário,Perfume Feminino,P2,13,202414,29175.43
O Boticário,Perfume Feminino,P2,14,202415,44356.19
O Boticário,Perfume Feminino,P2,15,202416,28404.84
O Boticário,Perfume Feminino,P2,16,202417,57905.28
O Boticário,Perfume Feminino,P2,17,202501,18125.79
O Boticário,Perfume Feminino,P2,18,202502,20850.36
O Boticário,Perfume Feminino,P2,19,202503,15782.82
O Boticário,Perfume Feminino,P2,20,202504,23813.09
O Boticário,Perfume Feminino,P2,21,202505,30942.95
O Boticário,Perfume Feminino,P2,22,202506,31770.34
O Boticário,Perfume Feminino,P2,23,202507,17244.93
O Boticário,Perfume Feminino,P2,24,202508,27701.170000000002
O Boticário,Perfume Feminino,P2,25,202509,19731.3
O Boticário,Perfume Feminino,P2,26,202510,23077.66
O Boticário,Perfume Feminino,P2,27,202511,26473.42
O Boticário,Perfume Feminino,P2,28,202512,16113.9
O Boticário,Perfume Feminino,P2,29,202513,17904.08
O Boticário,Perfume Feminino,P2,30,202514,27029.22
O Boticário,Perfume Feminino,P2,31,202515,37933.31
O Boticário,Perfume Feminino,P2,32,202516,27965.19
O Boticário,Perfume Feminino,P2,33,202517,47043.56
O Boticário,Perfume Feminino,P2,34,202601,17233.75
O Boticário,Perfume Feminino,P2,35,202602,14351.0
O Boticário,Perfume Feminino,P2,36,202603,20092.83
O Boticário,Perfume Feminino,P2,37,202604,17557.79
O Boticário,Perfume Feminino,P2,38,202605,22382.97
O Boticário,Perfume Feminino,P2,39,202606,37209.08
O Boticário,Perfume Feminino,P2,40,202607,18470.57
O Boticário,Perfume Feminino,P2,41,202608,33266.02
O Boticário,Perfume Feminino,P2,42,202609,16604.59
O Boticário,Perfume Feminino,P4,0,202401,56147.83
O Boticário,Perfume Feminino,P4,1,202402,53778.18
O Boticário,Perfume Feminino,P4,2,202403,67677.54
O Boticário,Perfume Feminino,P4,3,202404,85433.61
O Boticário,Perfume Feminino,P4,4,202405,71733.71
O Boticário,Perfume Feminino,P4,5,202406,101043.52
O Boticário,Perfume Feminino,P4,6,202407,55857.68
O Boticário,Perfume Feminino,P4,7,202408,83325.64
O Boticário,Perfume Feminino,P4,8,202409,37805.47
O Boticário,Perfume Feminino,P4,9,202410,68214.63
O Boticário,Perfume Feminino,P4,10,202411,71934.03
O Boticário,Perfume Feminino,P4,11,202412,39594.59
O Boticário,Perfume Feminino,P4,12,202413,62983.43
O Boticário,Perfume Feminino,P4,13,202414,57576.67
O Boticário,Perfume Feminino,P4,14,202415,91177.73
O Boticário,Perfume Feminino,P4,15,202416,68372.95
O Boticário,Perfume Feminino,P4,16,202417,106880.56
O Boticário,Perfume Feminino,P4,17,202501,38738.4
O Boticário,Perfume Feminino,P4,18,202502,44790.3
O Boticário,Perfume Feminino,P4,19,202503,41829.29
O Boticário,Perfume Feminino,P4,20,202504,64092.49
O Boticário,Perfume Feminino,P4,21,202505,61327.37
O Boticário,Perfume Feminino,P4,22,202506,80999.42
O Boticário,Perfume Feminino,P4,23,202507,16915.63
O Boticário,Perfume Feminino,P4,24,202508,22502.15
O Boticário,Perfume Feminino,P4,25,202509,12346.2
O Boticário,Perfume Feminino,P4,26,202510,19732.98
O Boticário,Perfume Feminino,P4,27,202511,25377.92
O Boticário,Perfume Feminino,P4,28,202512,15964.27
O Boticário,Perfume Feminino,P4,29,202513,17486.54
O Boticário,Perfume Feminino,P4,30,202514,21635.93
O Boticário,Perfume Feminino,P4,31,202515,43364.26
O Boticário,Perfume Feminino,P4,32,202516,24869.39
O Boticário,Perfume Feminino,P4,33,202517,40715.04
O Boticário,Perfume Feminino,P4,34,202601,12074.22
O Boticário,Perfume Feminino,P4,35,202602,12777.13
O Boticário,Perfume Feminino,P4,36,202603,20894.34
O Boticário,Perfume Feminino,P4,37,202604,21529.39
O Boticário,Perfume Feminino,P4,38,202605,24209.66
O Boticário,Perfume Feminino,P4,39,202606,37288.58
O Boticário,Perfume Feminino,P4,40,202607,15514.59
O Boticário,Perfume Feminino,P4,41,202608,33767.93
O Boticário,Perfume Feminino,P4,42,202609,18168.14
O Boticário,Perfume Feminino,P6,0,202401,69264.94
O Boticário,Perfume Feminino,P6,1,202402,68266.32
O Boticário,Perfume Feminino,P6,2,202403,80601.67
O Boticário,Perfume Feminino,P6,3,202404,93307.27
O Boticário,Perfume Feminino,P6,4,202405,102719.86
O Boticário,Perfume Feminino,P6,5,202406,139879.1
O Boticário,Perfume Feminino,P6,6,202407,66748.79000000001
O Boticário,Perfume Feminino,P6,7,202408,124246.74
O Boticário,Perfume Feminino,P6,8,202409,67484.01
O Boticário,Perfume Feminino,P6,9,202410,79581.88
O Boticário,Perfume Feminino,P6,10,202411,98046.28
O Boticário,Perfume Feminino,P6,11,202412,53204.36
O Boticário,Perfume Feminino,P6,12,202413,80403.66
O Boticário,Perfume Feminino,P6,13,202414,61397.090000000004
O Boticário,Perfume Feminino,P6,14,202415,131978.36000000002
O Boticário,Perfume Feminino,P6,15,202416,85977.09
O Boticário,Perfume Feminino,P6,16,202417,135803.72
O Boticário,Perfume Feminino,P6,17,202501,57934.94
O Boticário,Perfume Feminino,P6,18,202502,58985.15
O Boticário,Perfume Feminino,P6,19,202503,51419.3
O Boticário,Perfume Feminino,P6,20,202504,74900.81
O Boticário,Perfume Feminino,P6,21,202505,78753.8
O Boticário,Perfume Feminino,P6,22,202506,104015.56
O Boticário,Perfume Feminino,P6,23,202507,44700.67
O Boticário,Perfume Feminino,P6,24,202508,89564.87
O Boticário,Perfume Feminino,P6,25,202509,47979.19
O Boticário,Perfume Feminino,P6,26,202510,54171.02
O Boticário,Perfume Feminino,P6,27,202511,99190.04000000001
O Boticário,Perfume Feminino,P6,28,202512,48495.26
O Boticário,Perfume Feminino,P6,29,202513,49947.06
O Boticário,Perfume Feminino,P6,30,202514,75727.64
O Boticário,Perfume Feminino,P6,31,202515,108079.39
O Boticário,Perfume Feminino,P6,32,202516,73484.38
O Boticário,Perfume Feminino,P6,33,202517,122213.23
O Boticário,Perfume Feminino,P6,34,202601,40259.65
O Boticário,Perfume Feminino,P6,35,202602,44687.36
O Boticário,Perfume Masculino,P1,0,202401,11850.47
O Boticário,Perfume Masculino,P1,1,202402,13442.8
O Boticário,Perfume Masculino,P1,2,202403,17621.69
O Boticário,Perfume Masculino,P1,3,202404,19373.68
O Boticário,Perfume Masculino,P1,4,202405,16772.670000000002
O Boticário,Perfume Masculino,P1,5,202406,26174.95
O Boticário,Perfume Masculino,P1,6,202407,11348.85
O Boticário,Perfume Masculino,P1,7,202408,23708.23
O Boticário,Perfume Masculino,P1,8,202409,10097.87
O Boticário,Perfume Masculino,P1,9,202410,14701.08
O Boticário,Perfume Masculino,P1,10,202411,17039.57
O Boticário,Perfume Masculino,P1,11,202412,11719.32
O Boticário,Perfume Masculino,P1,12,202413,15789.62
O Boticário,Perfume Masculino,P1,13,202414,11316.95
O Boticário,Perfume Masculino,P1,14,202415,22890.23
O Boticário,Perfume Masculino,P1,15,202416,16621.06
O Boticário,Perfume Masculino,P1,16,202417,28370.81
O Boticário,Perfume Masculino,P1,17,202501,8344.22
O Boticário,Perfume Masculino,P1,18,202502,9569.880000000001
O Boticário,Perfume Masculino,P1,19,202503,8140.33
O Boticário,Perfume Masculino,P1,20,202504,15101.52
O Boticário,Perfume Masculino,P1,21,202505,17080.34
O Boticário,Perfume Masculino,P1,22,202506,15939.54
O Boticário,Perfume Masculino,P1,23,202507,7232.17
O Boticário,Perfume Masculino,P1,24,202508,17589.2
O Boticário,Perfume Masculino,P1,25,202509,9981.19
O Boticário,Perfume Masculino,P1,26,202510,7822.24
O Boticário,Perfume Masculino,P1,27,202511,13448.24
O Boticário,Perfume Masculino,P1,28,202512,8432.9
O Boticário,Perfume Masculino,P1,29,202513,13221.9
O Boticário,Perfume Masculino,P1,30,202514,14103.44
O Boticário,Perfume Masculino,P1,31,202515,19962.18
O Boticário,Perfume Masculino,P1,32,202516,11993.9
O Boticário,Perfume Masculino,P1,33,202517,20308.02
O Boticário,Perfume Masculino,P1,34,202601,7131.54
O Boticário,Perfume Masculino,P1,35,202602,7957.4800000000005
O Boticário,Perfume Masculino,P1,36,202603,9457.03
O Boticário,Perfume Masculino,P1,37,202604,9049.08
O Boticário,Perfume Masculino,P1,38,202605,10843.54
O Boticário,Perfume Masculino,P1,39,202606,18307.07
O Boticário,Perfume Masculino,P1,40,202607,10584.8
O Boticário,Perfume Masculino,P1,41,202608,18144.73
O Boticário,Perfume Masculino,P1,42,202609,10884.61
O Boticário,Perfume Masculino,P2,0,202401,9304.89
O Boticário,Perfume Masculino,P2,1,202402,9458.59
O Boticário,Perfume Masculino,P2,2,202403,15443.25
O Boticário,Perfume Masculino,P2,3,202404,17004.4
O Boticário,Perfume Masculino,P2,4,202405,15077.640000000001
O Boticário,Perfume Masculino,P2,5,202406,21065.420000000002
O Boticário,Perfume Masculino,P2,6,202407,10905.41
O Boticário,Perfume Masculino,P2,7,202408,22406.64
O Boticário,Perfume Masculino,P2,8,202409,11213.48
O Boticário,Perfume Masculino,P2,9,202410,11731.32
O Boticário,Perfume Masculino,P2,10,202411,14041.75
O Boticário,Perfume Masculino,P2,11,202412,8237.33
O Boticário,Perfume Masculino,P2,12,202413,12662.48
O Boticário,Perfume Masculino,P2,13,202414,12517.99
O Boticário,Perfume Masculino,P2,14,202415,19677.91
O Boticário,Perfume Masculino,P2,15,202416,14475.130000000001
O Boticário,Perfume Masculino,P2,16,202417,24140.82
O Boticário,Perfume Masculino,P2,17,202501,7970.32
O Boticário,Perfume Masculino,P2,18,202502,5637.2
O Boticário,Perfume Masculino,P2,19,202503,10267.35
O Boticário,Perfume Masculino,P2,20,202504,11806.78
O Boticário,Perfume Masculino,P2,21,202505,14948.19
O Boticário,Perfume Masculino,P2,22,202506,16384.87
O Boticário,Perfume Masculino,P2,23,202507,5020.570000000001
O Boticário,Perfume Masculino,P2,24,202508,14121.960000000001
O Boticário,Perfume Masculino,P2,25,202509,7506.55
O Boticário,Perfume Masculino,P2,26,202510,9806.23
O Boticário,Perfume Masculino,P2,27,202511,11874.11
O Boticário,Perfume Masculino,P2,28,202512,4994.7300000000005
O Boticário,Perfume Masculino,P2,29,202513,9477.94
O Boticário,Perfume Masculino,P2,30,202514,11250.06
O Boticário,Perfume Masculino,P2,31,202515,15610.23
O Boticário,Perfume Masculino,P2,32,202516,10624.03
O Boticário,Perfume Masculino,P2,33,202517,20638.63
O Boticário,Perfume Masculino,P2,34,202601,5164.75
O Boticário,Perfume Masculino,P2,35,202602,6155.72
O Boticário,Perfume Masculino,P2,36,202603,8670.11
O Boticário,Perfume Masculino,P2,37,202604,7530.42
O Boticário,Perfume Masculino,P2,38,202605,8164.83
O Boticário,Perfume Masculino,P2,39,202606,14184.800000000001
O Boticário,Perfume Masculino,P2,40,202607,7594.91
O Boticário,Perfume Masculino,P2,41,202608,15147.5
O Boticário,Perfume Masculino,P2,42,202609,8902.68
O Boticário,Perfume Masculino,P6,0,202401,167608.25
O Boticário,Perfume Masculino,P6,1,202402,205685.71
O Boticário,Perfume Masculino,P6,2,202403,274002.82
O Boticário,Perfume Masculino,P6,3,202404,274901.7
O Boticário,Perfume Masculino,P6,4,202405,286794.14
O Boticário,Perfume Masculino,P6,5,202406,391662.58
O Boticário,Perfume Masculino,P6,6,202407,185274.03
O Boticário,Perfume Masculino,P6,7,202408,205430.2
O Boticário,Perfume Masculino,P6,8,202409,115698.34
O Boticário,Perfume Masculino,P6,9,202410,166506.52
O Boticário,Perfume Masculino,P6,10,202411,153504.08000000002
O Boticário,Perfume Masculino,P6,11,202412,102594.49
O Boticário,Perfume Masculino,P6,12,202413,134574.57
O Boticário,Perfume Masculino,P6,13,202414,107972.14
O Boticário,Perfume Masculino,P6,14,202415,214417.12
O Boticário,Perfume Masculino,P6,15,202416,152203.53
O Boticário,Perfume Masculino,P6,16,202417,282888.14
O Boticário,Perfume Masculino,P6,17,202501,108456.41
O Boticário,Perfume Masculino,P6,18,202502,118243.48
O Boticário,Perfume Masculino,P6,19,202503,111491.02
O Boticário,Perfume Masculino,P6,20,202504,145185.99
O Boticário,Perfume Masculino,P6,21,202505,145427.02
O Boticário,Perfume Masculino,P6,22,202506,173708.03
O Boticário,Perfume Masculino,P6,23,202507,77209.45
O Boticário,Perfume Masculino,P6,24,202508,149712.84
O Boticário,Perfume Masculino,P6,25,202509,87327.46
O Boticário,Perfume Masculino,P6,26,202510,94880.97
O Boticário,Perfume Masculino,P6,27,202511,122848.35
O Boticário,Perfume Masculino,P6,28,202512,89104.33
O Boticário,Perfume Masculino,P6,29,202513,53958.68
O Boticário,Perfume Masculino,P6,30,202514,64029.1
O Boticário,Perfume Masculino,P6,31,202515,81860.6
O Boticário,Perfume Masculino,P6,32,202516,70879.14
O Boticário,Perfume Masculino,P6,33,202517,101604.31
O Boticário,Perfume Masculino,P6,34,202601,40415.23
O Boticário,Perfume Masculino,P6,35,202602,39244.2
O Boticário,Perfume Masculino,P6,36,202603,48673.28
O Boticário,Perfume Masculino,P6,37,202604,49001.36
O Boticário,Perfume Masculino,P6,38,202605,50661.02
O Boticário,Perfume Masculino,P6,39,202606,90187.4
O Boticário,Perfume Masculino,P6,40,202607,41689.85
O Boticário,Perfume Masculino,P6,41,202608,91066.96
O Boticário,Perfume Masculino,P6,42,202609,46542.58
O Boticário,Sabonete Líquido,P2,0,202401,30037.98
O Boticário,Sabonete Líquido,P2,1,202402,35973.94
O Boticário,Sabonete Líquido,P2,2,202403,43454.71
O Boticário,Sabonete Líquido,P2,3,202404,50158.52
O Boticário,Sabonete Líquido,P2,4,202405,48696.2
O Boticário,Sabonete Líquido,P2,5,202406,63791.78
O Boticário,Sabonete Líquido,P2,6,202407,35763.78
O Boticário,Sabonete Líquido,P2,7,202408,56081.28
O Boticário,Sabonete Líquido,P2,8,202409,29900.21
O Boticário,Sabonete Líquido,P2,9,202410,37008.75
O Boticário,Sabonete Líquido,P2,10,202411,44318.8
O Boticário,Sabonete Líquido,P2,11,202412,23776.86
O Boticário,Sabonete Líquido,P2,12,202413,38096.01
O Boticário,Sabonete Líquido,P2,13,202414,27957.66
O Boticário,Sabonete Líquido,P2,14,202415,53807.81
O Boticário,Sabonete Líquido,P2,15,202416,40750.25
O Boticário,Sabonete Líquido,P2,16,202417,65354.96
O Boticário,Sabonete Líquido,P2,17,202501,22668.85
O Boticário,Sabonete Líquido,P2,18,202502,22632.9
O Boticário,Sabonete Líquido,P2,19,202503,23302.04
O Boticário,Sabonete Líquido,P2,20,202504,29615.03
O Boticário,Sabonete Líquido,P2,21,202505,41817.6
O Boticário,Sabonete Líquido,P2,22,202506,45471.77
O Boticário,Sabonete Líquido,P2,23,202507,15528.42
O Boticário,Sabonete Líquido,P2,24,202508,29431.1
O Boticário,Sabonete Líquido,P2,25,202509,14444.9
O Boticário,Sabonete Líquido,P2,26,202510,17247.84
O Boticário,Sabonete Líquido,P2,27,202511,23780.0
O Boticário,Sabonete Líquido,P2,28,202512,14662.18
O Boticário,Sabonete Líquido,P2,29,202513,19009.43
O Boticário,Sabonete Líquido,P2,30,202514,25910.47
O Boticário,Sabonete Líquido,P2,31,202515,34339.72
O Boticário,Sabonete Líquido,P2,32,202516,20956.9
O Boticário,Sabonete Líquido,P2,33,202517,36123.46
O Boticário,Sabonete Líquido,P2,34,202601,12797.31
O Boticário,Sabonete Líquido,P2,35,202602,12131.12
O Boticário,Sabonete Líquido,P2,36,202603,17791.69
O Boticário,Sabonete Líquido,P2,37,202604,16557.85
O Boticário,Sabonete Líquido,P2,38,202605,25396.34
O Boticário,Sabonete Líquido,P2,39,202606,37233.27
O Boticário,Sabonete Líquido,P2,40,202607,15292.45
O Boticário,Sabonete Líquido,P2,41,202608,28138.75
O Boticário,Sabonete Líquido,P2,42,202609,16199.59
O Boticário,Sabonete Líquido,P6,0,202401,60627.060000000005
O Boticário,Sabonete Líquido,P6,1,202402,69396.13
O Boticário,Sabonete Líquido,P6,2,202403,124457.2
O Boticário,Sabonete Líquido,P6,3,202404,129459.43000000001
O Boticário,Sabonete Líquido,P6,4,202405,116070.53
O Boticário,Sabonete Líquido,P6,5,202406,141063.07
O Boticário,Sabonete Líquido,P6,6,202407,84238.59
O Boticário,Sabonete Líquido,P6,7,202408,129111.86
O Boticário,Sabonete Líquido,P6,8,202409,59311.76
O Boticário,Sabonete Líquido,P6,9,202410,68108.40000000001
O Boticário,Sabonete Líquido,P6,10,202411,91434.28
O Boticário,Sabonete Líquido,P6,11,202412,67437.18000000001
O Boticário,Sabonete Líquido,P6,12,202413,83622.79000000001
O Boticário,Sabonete Líquido,P6,13,202414,70422.02
O Boticário,Sabonete Líquido,P6,14,202415,102663.65000000001
